Title,Price,Rating,Brand,RAM,Processor-Brand,Hard-Disk
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB S...,49890,4.2,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
ASUS Expertbook Intel Core i7 12th Gen 1255U - (16...,50990,4.2,ASUS,16GB,INTEL,512GB
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EM...,13990,4.1,PRIMEBOOK,4GB,MEDIATEK,128GB
HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 G...,49472,4.1,HP,16GB,INTEL,512GB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",67990,4.2,DELL,16GB,INTEL,512GB
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16...,39990,4.4,ASUS,16GB,AMD,512GB
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS -...,58990,4.4,ASUS,16GB,AMD,512GB
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (1...,47990,4.2,ASUS,16GB,INTEL,512GB
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (1...,57790,4.2,LENOVO,16GB,INTEL,512GB
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-...,29990,4.1,HP,8GB,AMD,512GB
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB...,39990,4.2,LENOVO,16GB,AMD,512GB
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - ...,35990,4.2,ASUS,8GB,AMD,512GB
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB...,39990,4.1,HP,8GB,INTEL,512GB
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (1...,35599,4.3,ASUS,16GB,INTEL,512GB
HP AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/W...,26999,4.0,HP,8GB,AMD,512GB
HP 15s AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB ...,33990,4.3,HP,8GB,AMD,512GB
DELL AMD Ryzen 5 Dual Core 7520U - (8 GB/512 GB SS...,34890,4.7,DELL,8GB,AMD,512GB
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB ...,31999,4.2,HP,8GB,AMD,512GB
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8...,33250,4.4,LENOVO,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,45990,4.2,LENOVO,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core...,47990,4.3,ASUS,8GB,INTEL,512GB
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 732...,38990,4.4,ASUS,8GB,AMD,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 G...,19990,4.1,ACER,8GB,INTEL,256GB
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD...,35990,4.2,HP,8GB,INTEL,512GB
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8...,42990,4.2,ASUS,8GB,INTEL,512GB
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/...,37022,4.2,HP,8GB,AMD,512GB
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (1...,31990,4.1,ACER,16GB,INTEL,512GB
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - ...,30990,4.2,ASUS,8GB,AMD,512GB
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16...,42990,4.2,ACER,16GB,AMD,512GB
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Co...,67990,4.4,ASUS,16GB,INTEL,512GB
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel...,31777,4.3,ASUS,8GB,INTEL,512GB
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U ...,57990,4.5,SAMSUNG,8GB,INTEL,512GB
"ASUS Vivobook 15, with Backlit Keyboard, Intel Cor...",47990,4.2,ASUS,16GB,INTEL,512GB
Acer One 11 Intel Celeron Dual Core N4500 - (8 GB/...,18990,3.6,ACER,8GB,INTEL,256GB
HP Victus AMD Ryzen 5 Octa Core 5600H - (16 GB/512...,54670,4.5,HP,16GB,AMD,512GB
Lenovo V15 AMD Ryzen 7 Octa Core 7730U - (16 GB/51...,39490,4.0,LENOVO,16GB,AMD,512GB
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/...,39990,4.4,MSI,8GB,AMD,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
HP Pavilion 15 (2024) AMD Ryzen 5 Hexa Core 7530U ...,43899,4.3,HP,8GB,AMD,512GB
Acer Predator Neo Intel Core i5 13th Gen 13500HX -...,94990,4.4,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/...,32490,4.3,LENOVO,16GB,INTEL,512GB
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16...,37990,4.0,ACER,16GB,AMD,1TB
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 752...,50990,4.4,ASUS,16GB,AMD,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420...,57020,4.3,LENOVO,16GB,INTEL,512GB
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512...,46490,4.1,HP,8GB,INTEL,512GB
ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8...,36990,3.9,ASUS,8GB,INTEL,512GB
ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB...,32990,4.3,ASUS,8GB,INTEL,512GB
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H ...,66900,4.4,ASUS,16GB,INTEL,512GB
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th G...,72990,4.3,LENOVO,16GB,INTEL,512GB
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB...,36190,4.3,MSI,8GB,INTEL,512GB
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - ...,35990,4.2,ASUS,8GB,AMD,512GB
"Acer Aspire 3 with Backlit Keyboard, Intel Core i5...",44990,4.1,ACER,16GB,INTEL,1TB
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8...,29190,4.1,ACER,8GB,INTEL,512GB
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/5...,30990,4.2,HP,8GB,AMD,512GB
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16...,41990,4.1,ACER,16GB,AMD,1TB
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - ...,49990,4.6,INFINIX,16GB,INTEL,512GB
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/12...,15980,3.8,LENOVO,4GB,MEDIATEK,128GB
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB...,29990,4.2,ACER,8GB,INTEL,512GB
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB...,54990,4.3,MSI,16GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8...,42990,4.2,ASUS,8GB,INTEL,512GB
ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (...,50990,4.1,ASUS,16GB,INTEL,512GB
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS -...,59990,4.2,ASUS,16GB,AMD,512GB
Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 G...,55990,4.3,ACER,16GB,INTEL,1TB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/5...,32990,4.3,ACER,8GB,INTEL,512GB
Lenovo IdeaPad 5 2-in-1 WUXGA IPS AMD Ryzen 7 Octa...,77690,3.7,LENOVO,16GB,AMD,512GB
"Acer Aspire Lite with Backlit Keyboard, Intel Core...",49990,4.3,ACER,16GB,INTEL,512GB
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) ...,114900,4.2,APPLE,16GB,APPLE,256GB
HP 250R G9 (2024) Intel Core i3 13th Gen Intel Cor...,31999,4.3,HP,8GB,INTEL,512GB
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N402...,25490,4.1,LENOVO,8GB,INTEL,256GB
ASUS Vivobook S 15 OLED Intel Core i9 13th Gen 139...,91990,3.9,ASUS,16GB,INTEL,512GB
"ASUS Vivobook 15, with Backlit Keyboard, Intel Cor...",42990,4.4,ASUS,8GB,INTEL,512GB
HP Pavilion 14 Touchscreen Intel Core i5 12th Gen ...,61990,4.0,HP,16GB,INTEL,512GB
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB...,32990,4.2,ACER,8GB,INTEL,512GB
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (...,25490,4.0,LENOVO,8GB,INTEL,512GB
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1...,87999,4.1,HP,16GB,INTEL,1TB
HP Chromebook Intel Celeron Dual Core N4120 - (4 G...,28788,3.9,HP,4GB,INTEL,64GB
HP Envy x360 Intel Core i5 13th Gen 1335U - (16 GB...,74999,4.4,HP,16GB,INTEL,512GB
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB...,37490,4.2,HP,8GB,INTEL,512GB
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB...,38500,4.2,HP,8GB,INTEL,512GB
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/...,35890,4.2,HP,8GB,INTEL,512GB
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (...,99990,4.3,MSI,16GB,AMD,512GB
HP AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/W...,26999,4.0,HP,8GB,AMD,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Wind...,35990,4.4,ASUS,8GB,AMD,512GB
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - ...,49990,4.6,INFINIX,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel...,31777,4.3,ASUS,8GB,INTEL,512GB
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/5...,30990,4.2,HP,8GB,AMD,512GB
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen 1235U...,65990,4.0,LENOVO,8GB,INTEL,512GB
ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (...,50990,4.1,ASUS,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/5...,58990,4.4,LENOVO,12GB,AMD,512GB
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EM...,13990,4.1,PRIMEBOOK,4GB,MEDIATEK,128GB
"Acer Aspire Lite with Backlit Keyboard, Intel Core...",49990,4.3,ACER,16GB,INTEL,512GB
HP Pavilion Intel Core i5 12th Gen 1240P - (8 GB/5...,59980,4.2,HP,8GB,INTEL,512GB
Lenovo Yoga Slim 7 Intel Core Ultra 7 155H - (16 G...,96990,4.2,LENOVO,16GB,INTEL,1TB
HP Pro G10 Intel Core i7 13th Gen 1335U Turbo Boos...,81330,4.7,HP,32GB,INTEL,1TB
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) ...,114900,4.2,APPLE,16GB,APPLE,256GB
Primebook 4G Android Based MediaTek MT8788 - (4 GB...,13990,4.2,PRIMEBOOK,4GB,MEDIATEK,64GB
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB S...,37990,4.1,DELL,8GB,INTEL,512GB
Lenovo IdeaPad 5 Intel Core i5 13th Gen 13420H - (...,72690,4.8,LENOVO,16GB,INTEL,512GB
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB S...,60990,4.3,HP,16GB,INTEL,512GB
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB...,42990,4.4,MSI,16GB,AMD,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 1...,86133,4.0,INFINIX,32GB,INTEL,1TB
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 752...,45990,4.4,ASUS,8GB,AMD,512GB
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th G...,51750,4.3,LENOVO,16GB,INTEL,512GB
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16...,49990,4.3,ACER,16GB,AMD,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB...,38500,4.2,HP,8GB,INTEL,512GB
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SS...,49500,4.2,HP,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB...,51990,4.4,MSI,16GB,AMD,512GB
DELL Intel Core i5 13th Gen - (16 GB/1 TB SSD/Wind...,74500,4.1,DELL,16GB,INTEL,1TB
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB...,69990,4.3,LENOVO,16GB,INTEL,512GB
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB...,77990,5.0,MSI,16GB,AMD,512GB
Lenovo AMD Ryzen 3 Octa Core - (8 GB/512 GB SSD/Wi...,26990,4.2,LENOVO,8GB,AMD,512GB
HP Pavilion Plus Creator OLED Eyesafe H-Series Int...,72999,3.9,HP,16GB,INTEL,512GB
MSI Sword 16 HX Intel Core i7 13th Gen 13700HX - (...,114990,4.7,MSI,16GB,INTEL,1TB
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/...,35890,4.2,HP,8GB,INTEL,512GB
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/5...,32990,4.3,ACER,8GB,INTEL,512GB
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U...,32990,4.2,INFINIX,16GB,INTEL,512GB
DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB ...,54490,3.9,DELL,16GB,INTEL,512GB
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (...,25490,4.0,LENOVO,8GB,INTEL,512GB
HP 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB...,39490,4.3,HP,8GB,INTEL,512GB
Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB...,41400,4.3,ACER,12GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
DELL Inspiron 16 5630 Intel Core i5 13th Gen 1335U...,64990,4.3,DELL,16GB,INTEL,512GB
HP Pavilion Intel Core Ultra 5 125U - (16 GB/1 TB ...,75490,4.3,HP,16GB,INTEL,1TB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235...,27990,3.9,ZEBRONICS,8GB,INTEL,512GB
HP 250R G9 (2024) Intel Core i3 13th Gen Intel Cor...,31999,4.3,HP,8GB,INTEL,512GB
DELL core i5 Intel Core i5 12th Gen - (8 GB/512 GB...,45890,3.9,DELL,8GB,INTEL,512GB
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultr...,79990,4.3,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Apple Apple M4 - (16 GB/1 TB SSD/macOS Sequoia) MW...,189900,4.2,APPLE,16GB,APPLE,1TB
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD...,37990,4.2,HP,8GB,INTEL,512GB
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/...,30990,4.3,DELL,8GB,INTEL,512GB
MSI Modern 14 H Intel Core i5 13th Gen 13420H - (1...,55990,4.6,MSI,16GB,INTEL,512GB
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 ...,26990,4.1,ACER,8GB,AMD,512GB
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 ...,18990,3.7,CHUWI,8GB,INTEL,256GB
ASUS Vivobook 15 Intel Core i5 12th Gen - (16 GB/5...,46990,4.3,ASUS,16GB,INTEL,512GB
MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (16 ...,64990,4.5,MSI,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512...,28990,4.2,ACER,8GB,INTEL,512GB
Lenovo i5 H Series Intel Core i5 11th Gen 11320H -...,54990,4.3,LENOVO,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) ...,114900,4.2,APPLE,16GB,APPLE,256GB
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB ...,49890,4.0,DELL,16GB,INTEL,512GB
MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H ...,99990,4.0,MSI,16GB,INTEL,1TB
HP 14s AMD Ryzen 5 Quad Core 3450U - (8 GB/512 GB ...,37990,4.6,HP,8GB,AMD,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
"ASUS Vivobook 16X for Creator, Intel Core i5 12th ...",64990,4.2,ASUS,16GB,INTEL,512GB
FUTOPIA Ultimus Pro Intel Dual Core Upto 2.8GHz - ...,16990,2.5,ULTIMUS,8GB,INTEL,256GB
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB...,36190,4.3,MSI,8GB,INTEL,512GB
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8...,42990,4.2,ASUS,8GB,INTEL,512GB
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - ...,45990,4.2,DELL,8GB,INTEL,512GB
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB S...,37990,4.1,DELL,8GB,INTEL,512GB
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 G...,25599,4.0,HP,8GB,AMD,512GB
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB...,29990,4.2,ACER,8GB,INTEL,512GB
DELL Latitude 14 Intel Core i5 11th Gen - (16 GB/5...,55499,3.7,DELL,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125...,79190,4.2,LENOVO,16GB,INTEL,1TB
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/...,39990,4.2,HP,8GB,INTEL,1TB
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 G...,42990,4.2,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB...,32990,4.3,MSI,8GB,INTEL,512GB
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 732...,38990,4.4,ASUS,8GB,AMD,512GB
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - ...,30990,4.3,ASUS,8GB,AMD,512GB
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/...,51990,4.3,MSI,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
GIGABYTE G Series Intel Core i5 12th Gen 12500H - ...,68990,4.6,GIGABYTE,16GB,INTEL,512GB
DELL Inspiron Intel Core i5 12th Gen Core i5 - (8 ...,47490,4.2,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",62990,4.2,DELL,16GB,INTEL,1TB
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/25...,23990,4.0,ACER,8GB,AMD,256GB
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/...,29990,4.2,ACER,8GB,AMD,512GB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",46650,4.2,DELL,8GB,INTEL,512GB
ASUS AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Wind...,53990,4.5,ASUS,8GB,AMD,512GB
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8...,31850,4.3,ASUS,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U...,36190,4.3,LENOVO,8GB,INTEL,512GB
HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 1...,133499,4.2,HP,16GB,INTEL,512GB
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 121...,32099,4.2,HP,8GB,INTEL,512GB
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 G...,21990,4.1,ACER,8GB,INTEL,256GB
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16...,52990,4.3,ACER,16GB,AMD,1TB
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS -...,67990,4.4,ASUS,16GB,AMD,512GB
Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16...,50749,4.3,LENOVO,16GB,INTEL,512GB
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 ...,27990,4.0,ACER,8GB,AMD,256GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 G...,21990,4.1,CHUWI,8GB,INTEL,256GB
HP Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Win...,67990,4.2,HP,16GB,INTEL,512GB
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315...,37990,4.3,LENOVO,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/...,37490,4.4,HP,8GB,AMD,512GB
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (1...,36990,4.3,ASUS,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U...,40990,4.1,ACER,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/51...,53990,4.6,ACER,16GB,INTEL,512GB
Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 G...,51990,4.3,ACER,16GB,INTEL,512GB
Lenovo Thinkpad E14 G5 Intel Core i5 13th Gen 1335...,69000,4.1,LENOVO,16GB,INTEL,512GB
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) ...,114900,5.0,APPLE,16GB,APPLE,256GB
Acer Chromebook Intel Celeron Dual Core N4500 - (8...,22400,3.8,ACER,8GB,INTEL,64GB
HP Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/W...,49990,4.2,HP,8GB,INTEL,1TB
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB...,59990,4.2,LENOVO,12GB,INTEL,512GB
HP G9 AMD Ryzen 5 Hexa Core 5th Gen 5625U - (16 GB...,33890,4.2,HP,16GB,AMD,512GB
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 732...,38990,4.4,ASUS,8GB,AMD,512GB
Acer Predator Helios Neo 16 Intel Core i7 14th Gen...,120640,4.1,ACER,16GB,INTEL,1TB
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS ...,77280,4.4,HP,16GB,AMD,512GB
