Title,Price,Rating,Brand,RAM,Processor-Brand,Hard-Disk
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14""...",23990,3.3,LENOVO,8GB,INTEL,512GB
"MSI Modern 14, Intel 12th Gen. i5 1235U,36CM Lapto...",40531,4.1,MSI,16GB,INTEL,512GB
"Dell 15 Thin & Light Laptop, Intel Core 13th Gener...",54490,3.5,DELL,16GB,INTEL,512GB
"ASUS TUF Gaming A15, 15.6"" FHD 16:9, 144Hz 250nits...",95990,4.1,ASUS,16GB,AMD,512GB
(Refurbished) Lenovo ThinkPad T470 7th Gen Intel C...,16900,3.8,LENOVO,16GB,INTEL,256GB
"HP Laptop 240 G8 (2024), Intel Core i5 11th Gen 11...",41600,3.0,HP,16GB,INTEL,512GB
Acer Aspire 3 Intel Core i5-1235U Processor Laptop...,44990,4.1,ACER,16GB,INTEL,1TB
Acer ALG Gaming Laptop 13th Gen Intel Core i7 Proc...,78990,3.6,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450...,53890,3.9,LENOVO,16GB,INTEL,512GB
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 51...",46490,4.2,HP,8GB,INTEL,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
Acer ALG Gaming Laptop 13th Gen Intel Core i7 Proc...,78990,3.6,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD ...",33999,4.1,MSI,16GB,INTEL,512GB
Acer One 14 Business Laptop AMD Ryzen 3 3250U Proc...,23942,3.7,ACER,8GB,AMD,256GB
(Refurbished) HP EliteBook 820 G3 6th Gen Intel Co...,13999,4.0,HP,8GB,INTEL,256GB
"MSI Katana 17, Intel 13th Gen. i7-13620H, 44CM FHD...",76590,3.7,MSI,16GB,INTEL,512GB
"HP Pavilion 15, 13th Gen Intel Core i7-1360P, 16GB...",79990,3.3,HP,16GB,INTEL,512GB
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FH...",22970,3.9,LENOVO,8GB,INTEL,256GB
CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Proc...,41990,3.6,CHUWI,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
"Lenovo V15 Intel Core i3 12th Gen 15.6"" (39.62 cm)...",29900,3.6,LENOVO,8GB,INTEL,512GB
"ASUS Vivobook 15, Intel Core i3-1215U, 15.6"" FHD 1...",32990,3.7,ASUS,8GB,INTEL,512GB
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1...,31360,4.0,DELL,8GB,INTEL,512GB
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen I...",39990,3.8,DELL,8GB,INTEL,512GB
"HP OMEN Gaming, 14th Gen Intel Core i7-14650HX, 6G...",139030,4.0,HP,16GB,INTEL,1TB
"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5...",49990,4.6,ASUS,8GB,INTEL,512GB
"Dell Inspiron 7440 Thin & Light Laptop, Intel Core...",85490,3.6,DELL,16GB,INTEL,512GB
"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Proce...",51490,4.1,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620...,65290,4.0,LENOVO,16GB,INTEL,512GB
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14""...",23990,3.3,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUX...",74990,3.4,LENOVO,16GB,INTEL,512GB
"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5...",49990,4.6,ASUS,8GB,INTEL,512GB
"ASUS Vivobook 15, Intel Core i3-1215U, 15.6"" FHD 1...",32990,3.7,ASUS,8GB,INTEL,512GB
"Dell Inspiron 7440 Thin & Light Laptop, Intel Core...",85490,3.6,DELL,16GB,INTEL,512GB
(Refurbished) HP EliteBook 820 G3 6th Gen Intel Co...,13999,4.0,HP,8GB,INTEL,256GB
"HP Laptop 240 G9 (2024), Intel Core i7 12th Gen 12...",63990,4.0,HP,8GB,INTEL,512GB
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1...,31360,4.0,DELL,8GB,INTEL,512GB
"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Proce...",51490,4.1,DELL,8GB,INTEL,512GB
Acer [Smartchoice Aspire Lite AMD Ryzen 7 5700U Pr...,39999,3.8,ACER,16GB,AMD,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 51...",46490,4.2,HP,8GB,INTEL,512GB
"ASUS Zenbook S 14,3K OLED,Touch,120Hz, 500nits, Co...",149990,5.0,ASUS,32GB,INTEL,1TB
"Dell XPS 9730 Laptop, Intel Core i7-13700H Process...",303990,5.0,DELL,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500...,73490,4.0,LENOVO,16GB,INTEL,1TB
"Lenovo V15 Intel Core i5 11th Gen 15.6"" (39.62 cm)...",42900,4.1,LENOVO,8GB,INTEL,512GB
Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-...,82990,4.1,ACER,6GB,INTEL,1TB
Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15....,62990,4.0,LENOVO,24GB,INTEL,512GB
"ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13...",105000,4.3,ASUS,16GB,INTEL,512GB
Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-i...,105000,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6""...",31990,4.0,LENOVO,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620...,65290,4.0,LENOVO,16GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-i...,105000,4.3,LENOVO,32GB,INTEL,1TB
Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15....,62990,4.0,LENOVO,24GB,INTEL,512GB
AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB...,12990,3.3,AXL,4GB,AXL,128GB
"Dell Alienware x16 Gaming Laptop, Intel Core i9 13...",454490,2.7,DELL,32GB,INTEL,2TB
"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144...",80990,3.8,ASUS,16GB,INTEL,1TB
Acer Aspire Lite AMD Ryzen 7-5700U Processor Premi...,42990,3.8,ACER,16GB,AMD,1TB
"HP Pavilion Aero AI Laptop, AMD Ryzen 7 8840U, 16 ...",81990,4.0,HP,16GB,AMD,512GB
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUX...",74990,5.0,LENOVO,16GB,INTEL,1TB
Acer TravelMate P2 Business Laptop Intel Core i7-1...,53999,4.0,ACER,16GB,INTEL,1TB
Acer Predator Helios Neo 16 Gaming Laptop 14th Gen...,164990,4.1,ACER,16GB,INTEL,1TB
Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15....,71990,3.6,LENOVO,16GB,INTEL,512GB
HP 15s Intel Core i3 12th Gen (8GB DDR4 RAM/ 512 G...,36990,3.4,HP,8GB,INTEL,512GB
"Lenovo IdeaPad 1 AMD Ryzen 3 7320U 15.6"" HD Thin a...",31990,3.8,LENOVO,8GB,AMD,512GB
"Lenovo V14 Gen 2 Intel Core i5 11th Gen 14"" FHD Th...",38990,3.7,LENOVO,8GB,INTEL,256GB
"Dell XPS 9340 Laptop, Intel Core Ultra 7 155H, 32G...",191990,4.0,DELL,32GB,INTEL,1TB
Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U...,33210,4.1,LENOVO,8GB,INTEL,512GB
"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel ...",25990,4.0,ASUS,8GB,INTEL,256GB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB...,29400,4.0,MSI,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U...,33210,4.1,LENOVO,8GB,INTEL,512GB
Acer ALG Gaming Laptop 12th Gen Intel Core i5 Proc...,62990,3.8,ACER,16GB,INTEL,512GB
"Lenovo V14 Gen 2 Intel Core i5 11th Gen 14"" FHD Th...",38990,3.7,LENOVO,8GB,INTEL,256GB
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 1T...",39990,3.5,HP,8GB,INTEL,1TB
"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 1...",51990,3.6,ASUS,16GB,INTEL,512GB
Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin...,43990,3.8,ACER,16GB,INTEL,512GB
Apple 2023 MacBook Pro Laptop with Apple M2 Max ch...,349900,3.7,APPLE,32GB,APPLE,1TB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
"ASUSROG Zephyrus G16, 16"" 2.5K OLED ROG Nebula Dis...",262980,4.5,ASUS,32GB,AMD,2TB
(Refurbished) Lenovo V310 7th Gen Intel Core i3 Th...,13999,4.1,LENOVO,8GB,INTEL,256GB
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryze...",169990,4.6,ASUS,32GB,AMD,2TB
"HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Pow...",98990,4.2,HP,16GB,AMD,1TB
"MSI Modern 15 H, Intel 13th Gen i9-13900H, 40CM Th...",74990,4.5,MSI,16GB,INTEL,1TB
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14""...",23990,3.3,LENOVO,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620...,65290,4.0,LENOVO,16GB,INTEL,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
Acer Aspire 3 Laptop 12th Gen Intel Core i3-1215U ...,30990,2.5,ACER,8GB,INTEL,512GB
"ASUS Vivobook S 14 OLED, 3K OLED 16:10, 120Hz 400 ...",109990,5.0,ASUS,24GB,AMD,512GB
"ASUS ROG Zephyrus G16, 16 ""(40.64cm) ROG Nebula Ol...",289990,4.0,ASUS,32GB,INTEL,1TB
"Lenovo Legion 7 Intel Core i9-14900HX 16"" (40.64cm...",176990,4.7,LENOVO,16GB,INTEL,1TB
"Dell XPS 9640 Laptop, AI Enabled Intel Core Ultra ...",366490,5.0,DELL,32GB,INTEL,1TB
"Dell Gaming G15-5530 Laptop, Intel 13th Gen i7-136...",97749,3.1,DELL,16GB,INTEL,1TB
CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Proc...,41990,3.6,CHUWI,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
"Lenovo Legion 7 Intel Core i9-12900HX 16"" (40.64cm...",377190,5.0,LENOVO,32GB,INTEL,1TB
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 51...",46999,3.8,HP,8GB,INTEL,512GB
Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin...,35990,5.0,ACER,16GB,INTEL,512GB
HP 15s Intel Core i3 12th Gen (8GB DDR4 RAM/ 512 G...,36990,3.4,HP,8GB,INTEL,512GB
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel ...",56990,3.8,ASUS,16GB,INTEL,512GB
"HP Victus, 13th Gen Intel Core i5-13420H, NVIDIA R...",69990,3.8,HP,16GB,INTEL,1TB
"ASUS Vivobook 16 (2023), Intel Core i5-13500H 13th...",50990,2.8,ASUS,8GB,INTEL,512GB
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14""...",23990,3.3,LENOVO,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620...,65290,4.0,LENOVO,16GB,INTEL,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
"Dell Alienware m18 R1, Core i9-13980HX| NVIDIA RTX...",450990,3.9,DELL,64GB,INTEL,1TB
Acer Aspire Lite 12th Gen Intel Core i5-12450H Thi...,41641,3.9,ACER,16GB,INTEL,512GB
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryze...",169990,4.6,ASUS,32GB,AMD,2TB
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (W...",44990,3.3,HP,16GB,AMD,512GB
"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) F...",30399,3.6,LENOVO,8GB,INTEL,512GB
"ASUS VivoBook 15 (2022), Intel®Core i3-1215U 12th ...",32990,4.0,ASUS,8GB,INTEL,512GB
"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop...",22990,3.3,LENOVO,8GB,INTEL,256GB
Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U...,33210,4.1,LENOVO,8GB,INTEL,512GB
CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Proc...,41990,3.6,CHUWI,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450...,61990,3.9,LENOVO,16GB,INTEL,1TB
Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with...,72990,4.1,ACER,16GB,AMD,512GB
(Refurbished) Lenovo Thinkpad T14 Gen1 10th Gen In...,25999,3.0,LENOVO,16GB,INTEL,256GB
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and L...",30990,4.1,ASUS,8GB,AMD,512GB
(Refurbished) Lenovo ThinkPad T490 8th Gen Intel C...,20979,3.1,LENOVO,16GB,INTEL,256GB
Acer Aspire 3 AMD Ryzen 7-7730U Processor Laptop w...,41990,4.0,ACER,16GB,AMD,1TB
"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel ...",25990,4.0,ASUS,8GB,INTEL,256GB
"FUTOPIA ULTIMUS Pro, N4020c with 3-in-1 Sleeve Thi...",12990,3.8,ULTIMUS,4GB,INTEL,128GB
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Co...",25999,3.7,HP,8GB,AMD,512GB
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14""...",23990,3.3,LENOVO,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620...,65290,4.0,LENOVO,16GB,INTEL,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
"HP Laptop 250 G9 (2024), Intel Core i3 12th Gen 12...",36899,3.4,HP,16GB,INTEL,512GB
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6"" FHD...",66290,5.0,ASUS,16GB,AMD,512GB
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U P...",51990,3.6,DELL,16GB,INTEL,512GB
"MSI Thin A15, Ryzen 5 7535HS, 40CM FHD 144Hz Gamin...",58425,4.2,MSI,16GB,AMD,512GB
"Dell Inspiron 3520 Thin & Light Laptop, Intel Core...",46990,3.7,DELL,8GB,INTEL,512GB
Acer Aspire Lite AMD Ryzen 7-5700U Processor Premi...,42990,3.8,ACER,16GB,AMD,1TB
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U...",34870,3.8,LENOVO,16GB,INTEL,512GB
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6""...",34990,4.1,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUX...",74990,3.4,LENOVO,16GB,INTEL,512GB
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 51...",46999,3.8,HP,8GB,INTEL,512GB
(Refurbished) HP EliteBook 820 G3 6th Gen Intel Co...,13999,4.0,HP,8GB,INTEL,256GB
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FH...",22970,3.9,LENOVO,8GB,INTEL,256GB
(Refurbished) HP Elitebook Laptop 840G5 Intel Core...,42990,4.0,HP,16GB,INTEL,1TB
"Dell Alienware x16 Gaming Laptop, Intel Core i9 13...",454490,2.7,DELL,32GB,INTEL,2TB
"Dell 15 Thin & Light Laptop, Intel Core 13th Gener...",54490,3.5,DELL,16GB,INTEL,512GB
"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin a...",44990,5.0,LENOVO,16GB,AMD,512GB
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U...",37290,3.1,LENOVO,8GB,INTEL,512GB
"ASUS ROG Strix Scar 16 (2024), Intel Core i9 14900...",297990,3.4,ASUS,32GB,INTEL,2TB
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 51...",46490,4.2,HP,8GB,INTEL,512GB
Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 I...,35990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUX...",74990,5.0,LENOVO,16GB,INTEL,1TB
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14""...",23990,3.3,LENOVO,8GB,INTEL,512GB
"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel ...",56990,3.8,ASUS,16GB,INTEL,512GB
"Dell Alienware m18 R1, Core i9-13980HX| NVIDIA RTX...",450990,3.9,DELL,64GB,INTEL,1TB
"(Refurbished) Dell XPS 9730 Laptop, Intel Core i7-...",258391,4.0,DELL,32GB,INTEL,1TB
Acer Aspire Lite 12th Gen Intel Core i5-12450H Thi...,41641,3.9,ACER,16GB,INTEL,512GB
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryze...",169990,4.6,ASUS,32GB,AMD,2TB
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (W...",44990,3.3,HP,16GB,AMD,512GB
"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) F...",30399,3.6,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35...",43990,4.0,LENOVO,8GB,INTEL,512GB
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUX...",49000,3.7,LENOVO,8GB,INTEL,512GB
(Refurbished) Acer Aspire Lite 12th Gen Intel Core...,41641,3.3,ACER,16GB,INTEL,512GB
"Lenovo V15 G2 15.6"" FHD Anti-Glare Business Laptop...",22990,3.3,LENOVO,8GB,INTEL,256GB
Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U...,33210,4.1,LENOVO,8GB,INTEL,512GB
Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with...,72990,4.1,ACER,16GB,AMD,512GB
(Refurbished) Lenovo Thinkpad T14 Gen1 10th Gen In...,25999,3.0,LENOVO,16GB,INTEL,256GB
"Dell XPS 9320 Laptop, Intel Evo Platform Powered b...",205590,5.0,DELL,32GB,INTEL,1TB
Acer Aspire 3 AMD Ryzen 7-7730U Processor Laptop w...,41990,4.0,ACER,16GB,AMD,1TB
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUX...",87990,1.0,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450...,53000,4.0,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
Acer Chromebook Plus Google AI Intel Core i3 N305 ...,18990,3.8,ACER,8GB,INTEL,256GB
"ASUS Vivobook 15, with Backlit Keyboard, Intel Cor...",32990,4.3,ASUS,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16...,41990,4.2,LENOVO,16GB,AMD,512GB
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U ...,36990,4.2,LENOVO,16GB,AMD,512GB
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen ...,40990,4.5,SAMSUNG,8GB,INTEL,512GB
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - ...,34680,4.2,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/5...,60990,4.4,LENOVO,24GB,AMD,512GB
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/51...,46490,4.2,HP,8GB,INTEL,512GB
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (...,23990,4.2,LENOVO,8GB,INTEL,512GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Infinix Y3 Max Series Intel Core i3 12th Gen 1215U...,25990,4.3,INFINIX,16GB,INTEL,512GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB S...,33620,4.2,DELL,8GB,INTEL,512GB
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 ...,52990,4.2,ACER,16GB,INTEL,512GB
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 G...,20990,3.9,ACER,8GB,INTEL,512GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",54500,4.2,DELL,16GB,INTEL,512GB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",54500,4.2,DELL,16GB,INTEL,512GB
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core...,50990,4.3,ASUS,16GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (1...,36990,4.3,ASUS,16GB,INTEL,512GB
Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 G...,50990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235...,27990,3.9,ZEBRONICS,8GB,INTEL,512GB
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB S...,38240,4.2,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U...,31990,4.3,LENOVO,8GB,INTEL,512GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - ...,30990,4.2,ASUS,8GB,AMD,512GB
HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256...,32990,4.2,HP,8GB,INTEL,256GB
Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC ...,10990,4.2,PRIMEBOOK,4GB,MEDIATEK,64GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
DELL Vostro Intel Core i3 12th Gen 1215U - (8 GB/5...,31990,4.1,DELL,8GB,INTEL,512GB
Thomson NEO Core Series Intel Core i5 12th Gen 123...,32990,4.3,THOMSON,16GB,INTEL,512GB
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U...,69990,4.3,MICROSOFT,8GB,INTEL,256GB
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac ...,83990,4.7,APPLE,8GB,APPLE,256GB
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512...,28490,4.2,LENOVO,8GB,AMD,512GB
Infinix Y3 Max Series Intel Core i3 12th Gen 1215U...,25990,4.3,INFINIX,16GB,INTEL,512GB
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/...,59990,4.3,HP,16GB,INTEL,512GB
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/12...,19990,3.8,LENOVO,8GB,MEDIATEK,128GB
Colorful Evol P15 Intel Core i7 13th Gen 13620H - ...,83990,4.5,COLORFUL,16GB,INTEL,512GB
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SS...,54990,4.1,HP,16GB,INTEL,512GB
Ultimus PRO Intel Celeron Dual Core Celeron - (4 G...,12990,3.6,ULTIMUS,4GB,INTEL,128GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 G...,33900,4.0,HP,16GB,INTEL,512GB
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (1...,47990,4.2,ASUS,16GB,INTEL,512GB
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U ...,32990,4.0,LENOVO,8GB,AMD,512GB
